# logM1, logM_cut, alpha, alpha_s, alpha_c, logsigma, kappa, B_cen, B_sat
13.62781,12.51564,1.25463,1.08781,0.20184,-1.72560,1.35713,-0.21314,0.13990
14.17421,12.65273,1.04438,0.92780,0.35617,-2.75752,0.30266,0.00961,0.09551
13.58202,12.72025,0.84102,1.27668,0.34251,-2.14762,0.39330,0.32803,0.72167
13.70875,12.98691,1.23307,0.76348,0.46872,-1.10585,0.92196,0.45276,-0.42822
13.54388,12.96016,1.25156,0.88047,0.36221,-1.81263,1.15455,0.36281,-0.86117
13.83480,12.50844,1.23285,1.17852,0.02484,-0.48073,1.37369,0.43259,0.31607
14.32082,13.27890,0.81309,0.85230,0.10912,-1.74818,1.44213,-0.40819,0.10330
14.08981,12.52102,1.49171,0.86408,0.44366,-1.73683,0.99167,0.14901,0.20747
13.82226,13.12461,0.81416,1.03579,0.28587,-2.01410,1.31790,0.39691,0.49121
13.30543,12.73302,0.90426,0.98700,0.47094,-2.08200,1.10411,-0.48536,-0.40373
13.45720,12.48628,0.80735,0.74525,0.30532,-2.16372,0.21209,0.24478,0.50788
13.58874,12.44719,0.79046,1.19894,0.21485,-1.44244,0.28958,-0.48029,0.85300
13.30348,12.47251,1.26302,1.01339,0.30249,-0.52116,0.94235,0.33379,0.68351
14.30253,12.93970,1.28415,1.27344,0.05376,-0.84939,1.44409,0.18958,0.79855
14.05736,12.70589,1.49613,1.21639,0.12475,-2.75870,1.09877,0.34190,0.84137
13.38127,13.24486,1.28360,1.02242,0.09288,-0.53324,0.84923,-0.39536,0.79527
13.44801,12.82010,0.73439,0.78266,0.46841,-0.14432,0.40493,-0.16676,-0.33233
13.59311,13.05241,1.36028,1.21434,0.15397,-1.54637,0.04568,-0.12981,-0.66240
13.90981,12.75985,0.93540,0.78343,0.14184,-2.88947,0.44331,-0.24392,-0.79551
13.54525,12.53298,1.06698,0.87736,0.11772,-1.99144,0.29451,-0.45149,-0.75548
13.28986,12.42156,0.71018,1.01028,0.04491,-1.37239,1.25133,-0.46203,0.31247
13.53527,12.49468,1.15189,1.02756,0.47112,-1.06263,0.05252,0.08522,0.41913
13.26241,13.25573,1.44663,1.24788,0.33378,-2.28428,0.90505,-0.18072,0.34382
13.74562,12.85846,1.34256,0.82285,0.14749,-1.58113,1.17410,-0.49910,-0.45831
13.76172,13.21755,0.91547,0.98319,0.29019,-1.21314,1.40913,0.42633,0.54288
14.22021,12.40598,1.07866,0.91281,0.26535,-0.57291,0.87781,0.49180,-0.36481
13.78576,13.06545,1.35633,0.76048,0.44431,-2.10192,1.40091,0.08048,-0.35936
13.84101,13.00797,0.78056,1.10131,0.32039,-0.87701,0.64513,-0.27834,-0.42800
13.34509,13.07131,1.34680,1.17508,0.00829,-2.67148,0.25235,0.11659,-0.63200
13.23371,12.43241,1.43003,0.84649,0.40434,-2.07497,1.05702,0.17239,0.05276
14.36754,12.47131,0.82034,0.84103,0.34866,-2.76960,0.53221,-0.03175,0.89829
14.26009,12.58990,0.79899,0.90801,0.13106,-1.44602,0.34492,0.38053,-0.06330
14.31638,12.43963,1.48250,0.80657,0.44350,-2.27219,0.47367,0.40749,-0.90690
14.31437,13.26640,0.80472,0.93836,0.06975,-1.88290,0.72261,-0.18773,0.55112
13.90115,12.93421,1.41128,1.04677,0.32469,-0.41323,1.26233,0.05136,0.16397
14.16707,12.56960,1.10020,1.18145,0.31109,-2.72468,0.27650,-0.20348,-0.77073
13.36960,12.70318,1.43705,1.03838,0.37036,-1.56855,0.01503,-0.32332,0.53659
13.94513,12.71835,0.92532,1.12825,0.46120,-0.96359,0.39250,-0.18926,0.06761
13.96788,13.07547,0.75930,0.89654,0.28888,-1.32471,0.01246,-0.45002,-0.50513
13.37442,13.02329,1.32873,0.82293,0.27030,-1.69963,0.36194,-0.38063,0.93343
13.29201,12.96334,1.47671,0.75415,0.22825,-1.81867,1.41289,0.00381,-0.94490
14.38200,12.57348,1.42335,1.17148,0.31545,-1.04687,0.76706,-0.00464,0.34430
14.35295,13.04930,0.92179,0.89942,0.14077,-2.08746,0.27075,0.47767,-0.56022
14.18027,12.58677,1.20588,0.92309,0.39366,-2.02332,0.05009,0.35252,-0.72420
13.89135,12.46729,1.04453,0.71046,0.22312,-0.96546,0.21910,0.05960,-0.84669
14.36712,13.22611,1.23021,0.87937,0.13244,-1.60063,0.25539,-0.45159,-0.04573
13.61102,12.43808,1.25994,0.88280,0.27077,-0.90168,0.73748,0.05035,-0.42343
14.00155,12.49998,1.21133,0.83073,0.19725,-2.67018,1.30511,0.37759,-0.08971
13.52469,12.61169,0.91377,0.83698,0.12899,-0.70281,0.31142,0.10952,0.35430
14.18886,13.21600,1.43435,0.79252,0.33962,-2.93552,0.36809,0.37278,-0.98667
14.12693,12.91147,1.39260,0.76554,0.34088,-1.07136,0.75643,-0.06324,0.14609
13.24192,13.22585,1.27481,0.96744,0.26297,-1.86117,1.16365,-0.32628,0.30132
14.09841,12.66468,1.16034,0.83466,0.13235,-2.27953,0.62463,0.40522,-0.15366
14.30996,12.94831,1.38158,0.89362,0.06596,-0.23164,0.48861,0.14763,0.90045
13.64292,12.47913,1.11035,1.04875,0.41142,-2.81696,0.05024,-0.48132,0.87476
14.03868,12.73864,0.84180,0.73486,0.35552,-2.69652,1.13015,0.32454,0.61175
13.51283,13.27949,1.12745,1.16649,0.18126,-2.97979,1.37185,0.26384,-0.41635
13.63302,13.27025,0.90597,0.84667,0.23298,-0.97233,0.50119,0.17006,-0.55261
13.86357,12.52273,0.79544,1.24292,0.09097,-2.99891,1.36239,0.28494,-0.63524
13.49409,13.27607,0.79294,0.93067,0.06198,-0.48048,1.36343,0.09683,-0.15606
14.32195,12.52872,1.22512,0.74114,0.43884,-2.70555,0.31918,0.44543,0.28421
13.79182,13.08930,1.08573,1.11157,0.17346,-1.23628,0.84173,0.00114,0.76099
13.83728,13.02171,1.24645,0.85625,0.39285,-2.05667,1.16663,0.18590,-0.82109
14.08522,12.82040,1.29210,0.81261,0.09146,-2.76028,0.08604,0.32193,-0.72759
14.22278,12.86398,1.17055,0.76077,0.48642,-2.49412,0.18022,0.09997,-0.35194
13.98484,12.90831,1.28311,1.10749,0.31598,-2.69460,1.30980,-0.35805,0.44531
13.31994,12.99894,0.78182,0.93482,0.42894,-1.94686,0.97479,-0.25255,-0.70984
14.27470,12.68220,1.03601,0.87849,0.22073,-1.34138,0.18274,0.05475,0.60232
13.26144,12.87088,1.20834,0.92929,0.17932,-0.57897,1.05118,-0.03288,-0.67644
13.27301,12.97163,1.20065,1.14166,0.31552,-2.36818,0.51398,0.17936,0.01959
13.73442,13.04469,1.03284,1.24499,0.33481,-0.00557,0.28662,-0.02239,-0.18263
14.31988,12.91266,0.91766,1.08890,0.13775,-0.33966,0.48095,0.21961,-0.48835
13.84427,12.65362,1.01622,1.28251,0.36358,-2.29029,0.34184,0.26558,-0.77165
13.43941,13.13786,0.92180,0.97583,0.10180,-1.87998,0.09519,-0.11689,0.99173
13.36116,12.69253,1.21692,0.73981,0.16147,-0.89843,1.49566,0.02067,-0.09122
13.62089,12.50121,1.03494,0.85775,0.25267,-2.96781,0.30674,-0.41005,-0.17989
14.22347,13.08742,1.25637,1.26212,0.08755,-1.83302,0.06944,-0.14048,-0.65882
14.34517,13.27436,0.79770,1.29305,0.12798,-2.90176,1.01131,-0.08729,0.46810
13.90335,12.92465,1.40375,1.24175,0.45507,-1.71107,0.64646,0.27494,0.95013
13.85475,12.99846,1.19855,1.22105,0.04968,-0.43174,0.98810,-0.32231,0.43468
13.22918,12.56204,0.81005,1.19196,0.16872,-0.35757,0.22936,0.44420,-0.57663
14.01818,12.94311,1.19161,0.71612,0.04192,-2.72846,1.07151,-0.30135,-0.89574
14.29915,12.62176,1.25369,0.95765,0.25276,-0.63287,0.71415,0.47997,-0.52992
14.38659,12.76186,0.75238,1.15390,0.33084,-0.59072,1.49562,-0.07098,-0.52512
14.10140,13.21271,0.98968,1.20867,0.11548,-1.23171,0.40436,0.40804,0.94567
14.12968,12.44726,0.77637,0.99130,0.31357,-0.51757,1.26600,-0.05175,0.40840
13.34057,12.85472,1.43994,0.85876,0.31111,-0.63984,1.39248,0.38864,0.58727
14.27020,13.21550,0.96440,0.99920,0.33032,-2.27182,0.43372,-0.15646,-0.62022
13.51903,12.61404,0.83736,1.21376,0.11152,-1.85891,0.28139,0.15923,-0.78096
14.08644,12.44194,0.73711,0.78019,0.40831,-0.27602,1.07119,0.00374,0.15860
13.29410,13.06094,0.72528,1.16218,0.41526,-1.03135,1.25754,0.32485,-0.72196
13.26198,13.00590,0.75503,0.97589,0.13263,-2.52121,0.33096,0.19612,-0.23624
13.33691,12.92686,1.46037,1.11953,0.39341,-1.44558,0.88999,0.28201,-0.01077
13.43530,12.84645,1.47237,1.15246,0.43887,-1.26132,0.52749,-0.41416,0.81406
13.24199,12.42504,1.08475,0.83664,0.42267,-1.76908,0.62485,-0.02697,-0.92122
13.46803,12.94568,0.96254,0.90846,0.02129,-0.41670,0.86556,0.13364,-0.44314
14.38488,12.41181,0.81572,0.79126,0.05473,-0.32410,0.33635,-0.10592,-0.54650
13.59757,12.53325,1.45534,0.94665,0.28756,-1.67927,0.71787,0.19632,-0.25696
13.99162,12.95877,1.37292,1.03762,0.18381,-2.19248,0.63051,-0.38589,-0.07795
13.20589,12.96978,0.93294,1.28860,0.19496,-2.90120,0.31622,0.07525,0.70304
13.32197,12.54678,1.31984,1.06149,0.01097,-2.57247,1.11241,-0.08398,0.64984
13.79635,13.02346,1.45209,1.18329,0.06789,-1.92819,1.10225,-0.12239,-0.74557
13.68178,12.49764,0.92291,0.82645,0.49638,-2.82102,0.13262,0.40015,-0.87725
13.48445,13.00107,0.81976,0.76982,0.09833,-2.44117,1.06212,-0.19445,-0.65645
13.20632,12.60133,0.87863,1.05920,0.37758,-1.44938,1.20076,-0.28668,0.80233
14.23346,13.17256,1.27151,1.22102,0.27644,-1.97921,1.32846,-0.12186,-0.56615
13.74657,12.48614,1.22595,0.83839,0.14562,-2.63440,1.49323,0.23953,0.56708
13.37023,13.14296,0.79661,0.91814,0.33405,-0.24126,0.35984,-0.46893,-0.56413
13.21645,12.73684,0.85819,1.24066,0.48380,-0.47736,0.95857,0.28406,-0.71816
13.34848,12.47957,1.39350,0.72179,0.48084,-2.99214,1.26159,-0.33615,0.73762
14.18314,13.00690,1.04917,0.98524,0.07652,-0.20375,0.01524,0.13908,0.48774
13.43035,12.52327,1.22322,1.15855,0.45317,-1.00558,0.03044,0.47936,0.65349
